"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1973",1.5,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1974",1.62,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1975",1.69,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1976",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1977",1.69,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1978",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1979",1.64,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.63,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1983",1.74,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1984",1.7,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1985",1.64,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1986",1.6,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1987",1.59,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1988",1.7,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1989",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1990",1.79,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1991",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1992",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1993",1.81,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1994",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1995",1.81,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1996",1.76,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1997",1.75,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1998",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","1999",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2000",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2001",1.73,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2002",1.72,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2003",1.76,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2004",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2005",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2006",1.84,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2007",1.83,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2008",1.85,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2009",1.86,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2010",1.87,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.83,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.8,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.75,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.71,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.65,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.57,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.49,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.41,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.35,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.37,
"FIN","FERTILITY","TOT","CHD_WOMAN","A","2021",1.46,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1960",2.74,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1961",2.82,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1962",2.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1963",2.9,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1964",2.91,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1965",2.85,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1966",2.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1967",2.67,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1968",2.59,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1969",2.53,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1970",2.48,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1971",2.5,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1972",2.42,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1973",2.31,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1974",2.11,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1975",1.93,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1976",1.83,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1977",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1978",1.82,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1979",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1980",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1981",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1982",1.91,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1983",1.78,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1984",1.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1985",1.81,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1986",1.83,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1987",1.8,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1988",1.81,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1989",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1990",1.78,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1991",1.77,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1992",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1993",1.66,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1994",1.66,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1995",1.71,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1996",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1997",1.73,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1998",1.76,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","1999",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2000",1.87,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2001",1.88,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2002",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2003",1.87,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2004",1.9,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2005",1.92,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2006",1.98,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2007",1.95,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2008",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2009",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2010",2.02,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2011",2,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2012",1.99,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2013",1.97,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2014",1.97,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2015",1.93,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2016",1.89,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2017",1.86,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2018",1.84,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2019",1.83,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2020",1.79,
"FRA","FERTILITY","TOT","CHD_WOMAN","A","2021",1.8,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1960",2.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1961",2.44,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1962",2.44,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1963",2.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1964",2.53,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1965",2.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1966",2.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1967",2.45,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1968",2.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1969",2.21,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1970",2.03,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1971",1.97,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1972",1.74,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1973",1.56,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1974",1.53,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1975",1.48,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1976",1.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1977",1.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1978",1.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1979",1.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1980",1.56,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1981",1.53,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1982",1.51,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1983",1.43,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1984",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1985",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1986",1.41,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1987",1.43,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1988",1.46,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1989",1.42,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1990",1.45,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1991",1.33,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1992",1.29,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1993",1.28,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1994",1.24,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1995",1.25,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1996",1.32,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1997",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1998",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","1999",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2000",1.38,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2001",1.35,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2002",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2003",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2004",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2005",1.34,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2006",1.33,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2007",1.37,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2008",1.38,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2009",1.36,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2010",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2011",1.39,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2012",1.41,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2013",1.42,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2014",1.47,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2015",1.5,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2016",1.59,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2017",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2018",1.57,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2019",1.54,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2020",1.53,
"DEU","FERTILITY","TOT","CHD_WOMAN","A","2021",1.58,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1960",2.23,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1961",2.13,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1962",2.16,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1963",2.14,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1964",2.24,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1965",2.25,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1966",2.32,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1967",2.45,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1968",2.42,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1969",2.36,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1970",2.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1971",2.32,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1972",2.32,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1973",2.27,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1974",2.38,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1975",2.33,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1976",2.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1977",2.27,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1978",2.28,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1979",2.26,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1980",2.23,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1981",2.1,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1982",2.03,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1983",1.94,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1984",1.82,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1985",1.68,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1986",1.6,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1987",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1988",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1989",1.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1990",1.39,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1991",1.37,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1992",1.36,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1993",1.32,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1994",1.33,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1995",1.28,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1996",1.26,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1997",1.27,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1998",1.24,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","1999",1.23,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2000",1.25,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2001",1.25,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2002",1.28,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2003",1.29,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2004",1.31,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2005",1.34,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2006",1.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2007",1.41,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2008",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2009",1.5,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2010",1.48,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2011",1.4,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2012",1.34,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2013",1.29,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2014",1.3,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2015",1.33,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2016",1.38,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2017",1.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2018",1.35,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2019",1.34,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2020",1.39,
"GRC","FERTILITY","TOT","CHD_WOMAN","A","2021",1.43,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1960",2.02,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1961",1.94,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1962",1.79,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1963",1.82,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1964",1.8,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1965",1.81,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1966",1.88,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1967",2.01,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1968",2.06,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1969",2.04,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1970",1.97,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1971",1.92,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1972",1.93,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1973",1.95,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1974",2.3,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1975",2.38,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1976",2.26,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1977",2.17,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1978",2.08,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1979",2.02,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1980",1.92,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1981",1.88,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1982",1.78,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1983",1.73,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1984",1.73,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1985",1.83,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1986",1.83,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1987",1.81,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1988",1.79,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1989",1.78,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1990",1.84,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1991",1.86,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1992",1.77,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1993",1.69,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1994",1.64,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1995",1.57,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1996",1.46,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1997",1.38,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1998",1.33,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","1999",1.29,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2000",1.33,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2001",1.31,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2002",1.31,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2003",1.28,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2004",1.28,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2005",1.32,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2006",1.35,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2007",1.32,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2008",1.35,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2009",1.33,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2010",1.26,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2011",1.24,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2012",1.34,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2013",1.34,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2014",1.41,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2015",1.44,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2016",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2017",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2018",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2019",1.49,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2020",1.56,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2021",1.59,
"HUN","FERTILITY","TOT","CHD_WOMAN","A","2022",1.52,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1960",4.26,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1961",3.88,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1962",3.98,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1963",3.98,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1964",3.86,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1965",3.71,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1966",3.58,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1967",3.28,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1968",3.07,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1969",2.99,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1970",2.81,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1971",2.92,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1972",3.09,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1973",2.95,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1974",2.66,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1975",2.65,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1976",2.52,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1977",2.31,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1978",2.35,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1979",2.49,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1980",2.48,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1981",2.33,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1982",2.26,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1983",2.24,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1984",2.08,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1985",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1986",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1987",2.07,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1988",2.27,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1989",2.2,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1990",2.31,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1991",2.19,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1992",2.21,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1993",2.22,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1994",2.14,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1995",2.08,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1996",2.12,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1997",2.04,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1998",2.05,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","1999",1.99,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2000",2.08,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2001",1.95,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2002",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2003",1.99,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2004",2.03,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2005",2.05,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2006",2.07,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2007",2.09,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2008",2.14,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2009",2.22,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2010",2.2,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2011",2.02,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2012",2.04,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2013",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2014",1.93,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2015",1.81,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2016",1.75,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2017",1.71,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2018",1.71,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2019",1.75,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2020",1.72,
"ISL","FERTILITY","TOT","CHD_WOMAN","A","2021",1.82,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1960",3.76,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1961",3.79,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1962",3.92,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1963",4.01,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1964",4.06,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1965",4.03,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1966",3.95,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1967",3.84,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1968",3.78,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1969",3.85,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1970",3.87,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1971",3.98,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1972",3.88,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1973",3.74,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1974",3.62,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1975",3.4,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1976",3.31,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1977",3.27,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1978",3.24,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1979",3.23,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1980",3.23,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1981",3.07,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1982",2.96,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1983",2.76,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1984",2.59,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1985",2.5,
"IRL","FERTILITY","TOT","CHD_WOMAN","A","1986",2.44,
